case_number,id,date,district,beat,injury_type,cleared,date_clear
JE191820,25852,2021-04-06 23:54:00,6,624,SHOT,N,
JE192822,25855,2021-04-07 20:54:00,5,524,SHOT,N,
JE193004,25856,2021-04-08 02:13:00,11,1113,SHOT,N,
JE194870,25857,2021-04-09 21:43:00,9,915,SHOT,N,
JE195766,25858,2021-04-10 21:04:00,10,1013,SHOT,N,
JE195887,25859,2021-04-11 00:17:00,3,332,SHOT,N,
JE197584,25860,2021-04-12 18:45:00,2,231,SHOT,N,
JE197974,25862,2021-04-13 08:52:00,4,434,SHOT,N,
JE198622,25861,2021-04-13 18:55:00,6,632,SHOT,N,
JE199483,25866,2021-04-14 00:30:00,10,1021,ASSAULT,N,
JE198861,25864,2021-04-14 02:31:00,7,732,SHOT,N,
JE198861,25863,2021-04-14 02:31:00,7,732,SHOT,N,
JE199141,25865,2021-04-14 11:29:00,25,2515,STABBED,Y,2021-04-15
JE200533,25867,2021-04-15 19:44:00,10,1031,SHOT,N,
JE200739,25939,2021-04-16 01:40:00,4,434,OTHER,Y,2021-05-27
JE201157,25868,2021-04-16 14:17:00,5,522,STABBED,Y,2021-04-20
JE201462,25869,2021-04-16 19:00:00,10,1014,SHOT,N,
JE201790,25870,2021-04-17 02:45:00,22,2234,SHOT,N,
JE202499,25873,2021-04-17 23:20:00,11,1135,SHOT,Y,2021-04-27
JE202539,25872,2021-04-17 23:25:00,2,223,STABBED,Y,2021-04-18
JE203123,25874,2021-04-18 16:18:00,11,1134,SHOT,Y,2021-04-24
JE203270,25876,2021-04-18 19:12:00,11,1121,SHOT,N,
JE203407,25875,2021-04-18 23:22:00,15,1533,SHOT,N,
JE206109,25879,2021-04-21 19:00:00,10,1011,SHOT,N,
JE206208,25877,2021-04-21 21:59:00,5,523,SHOT,N,
JE206227,25878,2021-04-21 22:33:00,5,532,SHOT,N,
JE207141,25880,2021-04-22 20:04:00,10,1034,SHOT,N,
JE207921,25881,2021-04-23 15:38:00,5,512,SHOT,N,
JE208283,25882,2021-04-23 22:33:00,7,712,SHOT,N,
JE208468,25885,2021-04-24 06:13:00,11,1122,SHOT,N,
JE209297,25883,2021-04-25 00:36:00,11,1112,SHOT,N,
JE210069,25884,2021-04-25 22:22:00,5,511,SHOT,Y,2021-12-20
JE210365,25886,2021-04-26 10:15:00,10,1032,SHOT,Y,2021-05-08
JE210794,25887,2021-04-26 16:23:00,2,212,SHOT,N,
JE211329,25888,2021-04-27 02:45:00,9,925,SHOT,Y,2021-10-26
JE212290,25890,2021-04-27 20:46:00,8,834,SHOT,N,
JE212327,25889,2021-04-27 22:05:00,6,613,SHOT,Y,2021-11-14
JE215086,25892,2021-04-30 15:59:00,6,631,SHOT,Y,2021-05-12
JE215628,25897,2021-05-01 01:29:00,10,1032,STABBED,N,
JE216512,25895,2021-05-01 22:45:00,5,522,SHOT,Y,2021-07-29
JE216511,25894,2021-05-01 22:58:00,7,712,SHOT,N,
JE216669,25980,2021-05-02 01:05:00,10,1014,STABBED,N,
JE216691,25898,2021-05-02 02:25:00,11,1135,STABBED,Y,2021-09-07
JE217141,25899,2021-05-02 13:57:00,11,1112,SHOT,N,
JE217202,25900,2021-05-02 15:03:00,15,1532,SHOT,N,
JE218605,25901,2021-05-03 17:52:00,4,421,SHOT,N,
JE220047,25902,2021-05-05 07:39:00,9,915,SHOT,N,
JE220914,25903,2021-05-05 20:33:00,11,1115,SHOT,N,
JE223102,25932,2021-05-07 22:03:00,9,915,SHOT,Y,2021-05-23
JE223095,25904,2021-05-07 22:14:00,15,1513,SHOT,N,
JE224104,25905,2021-05-08 21:30:00,11,1122,SHOT,N,
JE224125,25906,2021-05-08 21:55:00,11,1121,SHOT,Y,2021-05-10
JE224145,25907,2021-05-08 22:20:00,11,1135,SHOT,N,
JE224341,25908,2021-05-09 04:25:00,12,1233,SHOT,N,
JE224429,25909,2021-05-09 09:13:00,7,712,STABBED,Y,2021-05-10
JE226157,25910,2021-05-10 20:55:00,15,1531,SHOT,N,
JE227034,25922,2021-05-11 17:23:00,6,632,SHOT,N,
JE227075,25911,2021-05-11 18:47:00,24,2413,SHOT,N,
JE227114,25912,2021-05-11 19:37:00,10,1021,SHOT,N,
JE227631,25913,2021-05-12 12:00:00,12,1222,SHOT,N,
JE229019,25914,2021-05-13 16:24:00,6,624,SHOT,N,
JE229283,25915,2021-05-13 21:01:00,2,223,SHOT,N,
JE229957,25916,2021-05-14 14:22:00,6,611,SHOT,N,
JE230500,25917,2021-05-14 23:48:00,25,2512,SHOT,N,
JE230612,25920,2021-05-15 03:09:00,6,612,SHOT,N,
JE230612,25918,2021-05-15 03:09:00,6,612,SHOT,N,
JE230631,25919,2021-05-15 04:03:00,11,1131,SHOT,N,
JE231076,25921,2021-05-15 14:44:00,3,321,SHOT,N,
JE231510,25949,2021-05-15 23:54:00,11,1133,SHOT,N,
JE231725,25929,2021-05-16 07:50:00,9,912,SHOT,N,
JE232513,25923,2021-05-17 00:40:00,8,825,SHOT,N,
JE233110,25924,2021-05-17 15:11:00,12,1222,SHOT,Y,2021-05-18
JE233523,25925,2021-05-17 20:33:00,5,523,SHOT,N,
JE233708,25926,2021-05-18 02:54:00,4,432,SHOT,N,
JE234690,25927,2021-05-18 21:41:00,11,1123,SHOT,N,
JE235091,25930,2021-05-19 11:20:00,3,323,SHOT,Y,2022-02-10
JE235752,25931,2021-05-19 20:53:00,3,332,SHOT,Y,2021-08-31
JE237167,25933,2021-05-20 20:03:00,11,1131,SHOT,N,
JE237082,25937,2021-05-21 02:15:00,7,712,SHOT,N,
JE237102,25938,2021-05-21 03:17:00,3,324,SHOT,N,
JE238122,25940,2021-05-21 22:25:00,12,1221,SHOT,Y,2022-01-13
JE238122,25941,2021-05-21 22:25:00,12,1221,SHOT,Y,2022-01-13
JE238194,25942,2021-05-21 23:55:00,11,1132,SHOT,N,
JE238268,25943,2021-05-22 02:00:00,11,1115,SHOT,Y,2021-12-06
JE238268,25944,2021-05-22 02:00:00,11,1115,SHOT,Y,2021-12-06
JE239109,25945,2021-05-22 19:25:00,2,225,SHOT,N,
JE239400,25946,2021-05-23 00:14:00,11,1113,SHOT,N,
JE240300,25950,2021-05-23 19:11:00,11,1133,SHOT,N,
JE240387,25947,2021-05-23 20:42:00,2,215,SHOT,N,
JE240387,25948,2021-05-23 20:42:00,2,215,SHOT,N,
JE240540,25953,2021-05-24 00:01:00,25,2515,SHOT,N,
JE240575,25951,2021-05-24 01:28:00,11,1113,SHOT,Y,2021-09-05
JE240589,26123,2021-05-24 02:15:00,14,1423,SHOT,N,
JE241639,25952,2021-05-24 21:05:00,12,1225,SHOT,N,
JE241847,25954,2021-05-25 02:12:00,11,1131,SHOT,Y,2021-08-12
JE242183,25955,2021-05-25 19:01:00,4,421,ASSAULT,N,
JE242582,25956,2021-05-26 00:44:00,19,1933,SHOT,Y,2021-07-03
JE243057,25976,2021-05-26 01:08:00,7,731,SHOT,N,
JE243607,25957,2021-05-26 14:22:00,4,414,SHOT,N,
JE244264,25959,2021-05-27 01:45:00,4,414,SHOT,N,
JE245666,25960,2021-05-28 11:40:00,4,412,SHOT,Y,2021-07-26
JE245972,26311,2021-05-28 15:43:00,6,624,SHOT,N,
JE246853,25961,2021-05-29 14:14:00,10,1022,SHOT,N,
JE247247,25962,2021-05-29 20:58:00,25,2525,SHOT,Y,2021-10-04
JE249189,25963,2021-05-31 19:06:00,11,1121,SHOT,N,
JE249497,26099,2021-06-01 02:16:00,9,933,SHOT,N,
JE249894,25964,2021-06-01 12:45:00,6,634,SHOT,N,
JE250309,25965,2021-06-01 18:00:00,2,215,SHOT,N,
JE250398,25966,2021-06-01 19:05:00,12,1223,SHOT,N,
JE250561,25968,2021-06-01 22:49:00,11,1125,SHOT,N,
JE251377,25967,2021-06-02 17:06:00,3,312,SHOT,N,
JE251462,25977,2021-06-02 18:09:00,9,931,SHOT,Y,2021-06-26
JE251565,25969,2021-06-02 19:30:00,6,611,SHOT,N,
JE252857,25971,2021-06-03 20:50:00,3,321,SHOT,N,
JE253029,25972,2021-06-04 02:08:00,12,1221,SHOT,N,
JE253095,25979,2021-06-04 05:20:00,7,731,SHOT,N,
JE253944,25973,2021-06-04 20:34:00,25,2532,SHOT,Y,2021-06-07
JE254042,25974,2021-06-04 21:19:00,7,715,SHOT,N,
JE254066,25975,2021-06-04 22:03:00,12,1231,SHOT,N,
JE254231,25981,2021-06-05 01:32:00,25,2531,SHOT,N,
JE254898,25978,2021-06-05 16:48:00,7,726,SHOT,N,
JE258289,25982,2021-06-08 12:58:00,9,915,SHOT,N,
JE259126,25983,2021-06-09 02:02:00,6,614,SHOT,N,
JE259268,25984,2021-06-09 08:10:00,12,1222,SHOT,N,
JE259510,25985,2021-06-09 12:18:00,6,611,SHOT,N,
JE260467,25986,2021-06-10 07:33:00,11,1111,SHOT,N,
JE260911,25988,2021-06-10 13:44:00,11,1132,SHOT,N,
JE260979,25987,2021-06-10 15:28:00,8,825,SHOT,Y,2021-12-13
JE261513,25989,2021-06-11 00:07:00,5,523,SHOT,Y,2021-12-28
JE261564,26189,2021-06-11 01:23:00,25,2521,SHOT,Y,2021-08-10
JE261650,25990,2021-06-11 04:45:00,4,421,SHOT,Y,2021-07-04
JE262115,25991,2021-06-11 14:37:00,11,1133,SHOT,N,
JE262633,25992,2021-06-11 20:51:00,9,922,SHOT,Y,2021-09-17
JE262851,25993,2021-06-12 02:05:00,6,623,SHOT,N,
JE263349,25994,2021-06-12 13:17:00,1,123,SHOT,N,
JE264556,26031,2021-06-13 15:19:00,11,1111,SHOT,N,
JE265137,25995,2021-06-14 04:31:00,7,722,SHOT,Y,2021-06-15
JE265614,25996,2021-06-14 13:25:00,5,522,SHOT,Y,2022-03-05
JE265873,25997,2021-06-14 17:32:00,15,1532,SHOT,N,
JE266324,25998,2021-06-14 23:04:00,9,935,SHOT,N,
JE266374,26254,2021-06-15 00:44:00,2,213,STRANGULATION,N,
JE266388,25999,2021-06-15 00:45:00,18,1824,SHOT,N,
JE266489,26000,2021-06-15 06:25:00,2,215,STABBED,Y,2021-06-23
JE266473,26013,2021-06-15 07:41:00,7,712,SHOT,N,
JE266473,26001,2021-06-15 07:41:00,7,712,SHOT,N,
JE266473,26004,2021-06-15 07:41:00,7,712,SHOT,N,
JE266473,26003,2021-06-15 07:41:00,7,712,SHOT,N,
JE266473,26002,2021-06-15 07:41:00,7,712,SHOT,N,
JE267494,26005,2021-06-15 22:10:00,9,923,SHOT,N,
JE267498,26006,2021-06-15 22:29:00,11,1133,SHOT,N,
JE269018,26007,2021-06-17 08:41:00,3,313,SHOT,Y,2022-01-25
JE269426,26009,2021-06-17 14:45:00,6,621,SHOT,N,
JE270685,26010,2021-06-18 15:54:00,8,835,SHOT,N,
JE270685,26034,2021-06-18 15:54:00,8,835,SHOT,N,
JE270867,26011,2021-06-18 17:19:00,3,312,SHOT,N,
JE271002,26012,2021-06-18 19:31:00,9,934,SHOT,N,
JE271557,26396,2021-06-19 08:13:00,5,512,SHOT,N,
JE272078,26014,2021-06-19 15:34:00,1,122,STABBED,Y,2021-06-25
JE272197,26020,2021-06-19 18:11:00,14,1422,SHOT,Y,2021-06-25
JE272241,26019,2021-06-19 19:37:00,18,1822,SHOT,Y,2022-01-06
JE272404,26015,2021-06-19 21:13:00,11,1121,SHOT,Y,2021-07-28
JE272404,26029,2021-06-19 21:13:00,11,1121,SHOT,Y,2021-07-28
JE272743,26016,2021-06-20 01:01:00,14,1432,SHOT,N,
JE272657,26017,2021-06-20 01:33:00,12,1211,SHOT,N,
JE272719,26018,2021-06-20 04:09:00,6,624,SHOT,Y,2021-11-15
JE273984,26021,2021-06-21 09:39:00,10,1012,SHOT,Y,2021-06-23
JE274427,26022,2021-06-21 15:39:00,11,1123,SHOT,N,
JE274634,26023,2021-06-21 17:43:00,3,314,SHOT,N,
JE274850,26024,2021-06-21 20:38:00,22,2233,SHOT,N,
JE274935,26025,2021-06-21 21:42:00,5,532,SHOT,N,
JE274914,26026,2021-06-21 21:42:00,9,935,SHOT,N,
JE276134,26027,2021-06-22 21:02:00,5,532,SHOT,N,
JE276391,26028,2021-06-23 05:39:00,9,915,SHOT,N,
JE277448,26030,2021-06-23 23:34:00,8,835,SHOT,N,
JE277577,26079,2021-06-24 03:46:00,9,932,SHOT,N,
JE279325,26032,2021-06-25 16:20:00,16,1632,STABBED,Y,2021-06-26
JE279786,26035,2021-06-26 02:59:00,7,711,SHOT,N,
JE279823,26047,2021-06-26 04:09:00,6,634,SHOT,N,
JE279836,26036,2021-06-26 04:30:00,6,624,SHOT,Y,2021-06-27
JE279833,26037,2021-06-26 04:36:00,12,1211,SHOT,N,
JE279849,26038,2021-06-26 05:25:00,17,1711,SHOT,N,
JE279937,26043,2021-06-26 09:00:00,12,1233,SHOT,N,
JE281658,26044,2021-06-27 19:25:00,11,1133,SHOT,N,
JE281674,26042,2021-06-27 19:41:00,15,1511,SHOT,N,
JE281738,26039,2021-06-27 20:43:00,3,331,SHOT,N,
JE281830,26040,2021-06-27 22:56:00,8,825,SHOT,N,
JE281927,26041,2021-06-28 01:05:00,5,524,SHOT,N,
JE282655,26046,2021-06-28 05:00:00,18,1832,STRANGULATION,Y,2021-06-29
JE283507,26045,2021-06-29 11:43:00,8,831,SHOT,Y,2021-07-01
JE284648,26048,2021-06-30 11:41:00,10,1021,SHOT,N,
JE285507,26051,2021-07-01 01:11:00,5,522,SHOT,N,
JE285670,26052,2021-07-01 01:12:00,3,332,SHOT,Y,2021-08-25
JE285589,26053,2021-07-01 05:57:00,9,923,STABBED,N,
JE285912,26049,2021-07-01 12:14:00,24,2433,BLUNT FORCE INJURY,Y,2021-07-07
JE286205,26050,2021-07-01 16:12:00,11,1132,SHOT,N,
JE286402,26068,2021-07-01 18:56:00,2,224,SHOT,N,
JE287173,26063,2021-07-02 12:03:00,2,213,SHOT,Y,2021-07-03
JE287550,26057,2021-07-02 16:20:00,6,632,STABBED,Y,2021-07-03
JE287616,26056,2021-07-02 17:30:00,25,2524,SHOT,N,
JE287680,26055,2021-07-02 18:31:00,10,1014,SHOT,N,
JE287792,26058,2021-07-02 20:29:00,5,531,SHOT,N,
JE287914,26059,2021-07-02 23:21:00,7,732,SHOT,N,
JE288009,26060,2021-07-03 01:24:00,25,2515,SHOT,Y,2021-11-17
JE288138,26061,2021-07-03 04:42:00,10,1012,SHOT,Y,2022-03-17
JE288866,26064,2021-07-03 18:56:00,8,815,SHOT,N,
JE288901,26112,2021-07-03 19:39:00,5,523,SHOT,N,
JE289027,26065,2021-07-03 21:35:00,3,313,SHOT,N,
JE289090,26066,2021-07-03 22:53:00,11,1125,SHOT,N,
JE289415,26067,2021-07-04 06:11:00,18,1821,SHOT,N,
JE289727,26069,2021-07-04 13:45:00,10,1021,STRANGULATION,N,
JE289771,26071,2021-07-04 14:21:00,8,835,SHOT,N,
JE290198,26070,2021-07-04 22:45:00,15,1513,SHOT,Y,2021-07-07
JE290325,26074,2021-07-05 01:05:00,3,311,SHOT,N,
JE290325,26073,2021-07-05 01:05:00,3,311,SHOT,N,
JE290388,26072,2021-07-05 02:07:00,10,1012,SHOT,Y,2021-12-09
JE290653,26075,2021-07-05 09:14:00,10,1032,SHOT,N,
JE291188,26076,2021-07-05 17:17:00,6,613,SHOT,Y,2021-10-15
JE291491,26077,2021-07-05 22:48:00,2,232,SHOT,N,
JE292814,26080,2021-07-06 22:36:00,5,532,SHOT,N,
JE292962,26083,2021-07-07 05:45:00,10,1011,SHOT,N,
JE293710,26082,2021-07-07 17:16:00,15,1533,SHOT,N,
JE293873,26081,2021-07-07 19:38:00,10,1011,SHOT,N,
JE294221,26085,2021-07-07 22:30:00,15,1513,SHOT,N,
JE294495,26471,2021-07-08 12:09:00,12,1235,SHOT,N,
JE294662,26084,2021-07-08 14:13:00,9,925,SHOT,N,
JE295698,26086,2021-07-09 13:16:00,7,722,SHOT,N,
JE295976,26087,2021-07-09 17:18:00,5,522,SHOT,N,
JE296062,26088,2021-07-09 18:23:00,5,513,SHOT,N,
JE296143,26089,2021-07-09 19:31:00,6,621,SHOT,N,
JE296818,26093,2021-07-10 12:37:00,4,431,SHOT,N,
JE296903,26090,2021-07-10 14:05:00,3,324,SHOT,N,
JE296952,26091,2021-07-10 15:09:00,7,714,SHOT,N,
JE296952,26092,2021-07-10 15:09:00,7,714,SHOT,N,
JE297155,26094,2021-07-10 18:03:00,12,1234,SHOT,Y,2021-07-11
JE297299,26095,2021-07-10 20:57:00,10,1034,SHOT,N,
JE297553,26102,2021-07-11 03:43:00,12,1234,SHOT,N,
JE297553,26096,2021-07-11 03:43:00,12,1234,SHOT,N,
JE297567,26100,2021-07-11 03:57:00,10,1023,SHOT,N,
JE298035,26097,2021-07-11 15:58:00,6,622,SHOT,N,
JE298240,26098,2021-07-11 20:10:00,3,333,SHOT,N,
JE298394,26509,2021-07-12 00:18:00,11,1122,SHOT,N,
JE299507,26101,2021-07-12 22:37:00,7,713,SHOT,N,
JE299688,26103,2021-07-13 07:01:00,2,213,SHOT,N,
JE300330,26104,2021-07-13 17:15:00,7,732,SHOT,N,
JE301546,26124,2021-07-14 18:17:00,11,1132,SHOT,N,
JE301581,26105,2021-07-14 18:42:00,10,1021,SHOT,N,
JE301622,26106,2021-07-14 19:18:00,11,1113,SHOT,N,
JE301150,26431,2021-07-15 00:22:00,2,234,ASSAULT,Y,2021-07-15
JE301858,26107,2021-07-15 02:39:00,10,1011,SHOT,N,
JE302365,26108,2021-07-15 14:13:00,6,611,SHOT,N,
JE303782,26109,2021-07-16 18:48:00,5,523,SHOT,Y,2021-10-27
JE304017,26110,2021-07-16 23:57:00,15,1524,SHOT,Y,2021-09-10
JE304077,26113,2021-07-17 01:45:00,11,1124,SHOT,Y,2021-07-17
JE304916,26114,2021-07-17 19:48:00,6,614,SHOT,N,
JE305086,26115,2021-07-17 23:24:00,6,624,SHOT,N,
JE305127,26116,2021-07-18 00:38:00,9,932,SHOT,N,
JE305600,26119,2021-07-18 12:48:00,15,1531,SHOT,Y,2021-07-20
JE305760,26117,2021-07-18 16:08:00,6,611,SHOT,N,
JE305946,26120,2021-07-18 19:32:00,15,1524,SHOT,N,
JE306023,26118,2021-07-18 21:24:00,6,621,SHOT,N,
JE306081,26121,2021-07-18 22:11:00,15,1531,SHOT,N,
JE306175,26122,2021-07-19 01:02:00,12,1224,SHOT,N,
JE306870,26125,2021-07-19 16:01:00,11,1123,SHOT,N,
JE308136,26126,2021-07-20 17:01:00,3,323,SHOT,N,
JE308184,26141,2021-07-20 18:39:00,19,1914,SHOT,N,
JE309374,26137,2021-07-21 18:04:00,10,1021,SHOT,Y,2021-11-23
JE309374,26129,2021-07-21 18:04:00,10,1021,SHOT,Y,2021-11-23
JE309562,26127,2021-07-21 20:57:00,12,1223,SHOT,N,
JE309562,26128,2021-07-21 20:57:00,12,1223,SHOT,N,
JE310120,26130,2021-07-22 12:43:00,3,312,SHOT,Y,2021-11-14
JE311770,26131,2021-07-23 19:13:00,11,1115,SHOT,N,
JE311788,26132,2021-07-23 19:33:00,3,331,SHOT,N,
JE311991,26138,2021-07-24 00:08:00,11,1115,SHOT,N,
JE312031,26133,2021-07-24 01:14:00,7,723,SHOT,Y,2021-08-10
JE312030,26140,2021-07-24 01:15:00,25,2513,SHOT,N,
JE312144,26135,2021-07-24 05:09:00,6,623,SHOT,Y,2021-11-25
JE312518,26139,2021-07-24 13:47:00,15,1531,SHOT,N,
JE312643,26134,2021-07-24 15:52:00,8,824,SHOT,N,
JE312931,26136,2021-07-24 20:15:00,6,624,SHOT,Y,2021-12-07
JE313408,26142,2021-07-25 06:11:00,11,1123,SHOT,N,
JE313905,26143,2021-07-25 17:48:00,11,1121,SHOT,N,
JE313919,26144,2021-07-25 17:54:00,4,432,SHOT,N,
JE314186,26151,2021-07-25 23:42:00,9,935,SHOT,N,
JE314533,26145,2021-07-26 10:59:00,9,931,SHOT,N,
JE315087,26146,2021-07-26 17:02:00,8,814,SHOT,N,
JE315468,26150,2021-07-26 23:22:00,1,121,SHOT,N,
JE316252,26148,2021-07-27 16:05:00,4,423,SHOT,N,
JE316595,26149,2021-07-27 21:21:00,10,1011,SHOT,N,
JE317333,26152,2021-07-28 14:18:00,10,1014,SHOT,N,
JE317333,26155,2021-07-28 14:18:00,10,1014,SHOT,N,
JE317962,26161,2021-07-29 00:05:00,22,2234,SHOT,N,
JE318487,26153,2021-07-29 12:50:00,7,723,SHOT,N,
JE318920,26154,2021-07-29 17:45:00,7,712,SHOT,N,
JE320488,26157,2021-07-31 00:17:00,10,1012,SHOT,N,
JE320542,26159,2021-07-31 01:20:00,3,331,SHOT,N,
JE320635,26158,2021-07-31 04:33:00,10,1034,SHOT,N,
JE320791,26160,2021-07-31 10:03:00,11,1112,SHOT,Y,2022-01-26
JE321530,26162,2021-07-31 22:15:00,5,524,SHOT,N,
JE321632,26163,2021-08-01 00:20:00,3,324,SHOT,N,
JE321736,26164,2021-08-01 03:18:00,11,1124,SHOT,Y,2021-09-09
JE322255,26249,2021-08-01 14:30:00,8,822,SHOT,Y,2021-12-23
JE322721,26165,2021-08-01 22:49:00,5,523,SHOT,Y,2021-09-15
JE322863,26166,2021-08-02 02:35:00,14,1433,SHOT,Y,2021-10-25
JE322895,26167,2021-08-02 04:18:00,5,533,SHOT,N,
JE324449,26168,2021-08-03 11:47:00,11,1123,SHOT,N,
JE324693,26169,2021-08-03 15:30:00,6,611,SHOT,N,
JE325152,26170,2021-08-03 22:22:00,11,1135,SHOT,N,
JE325241,26430,2021-08-03 23:40:00,25,2533,BLUNT FORCE INJURY,Y,2021-11-08
JE326046,26171,2021-08-04 16:05:00,5,532,SHOT,N,
JE326252,26172,2021-08-04 18:33:00,4,414,SHOT,Y,2021-12-21
JE326540,26174,2021-08-05 01:37:00,6,611,SHOT,Y,2021-11-12
JE327130,26175,2021-08-05 14:02:00,3,333,SHOT,N,
JE327825,26176,2021-08-06 02:13:00,9,932,SHOT,N,
JE328265,26177,2021-08-06 12:45:00,11,1114,STABBED,N,
JE328526,26178,2021-08-06 16:55:00,3,322,SHOT,N,
JE328831,26180,2021-08-06 21:21:00,14,1422,SHOT,Y,2021-08-18
JE328837,26179,2021-08-06 21:50:00,3,332,SHOT,N,
JE329190,26181,2021-08-07 09:07:00,12,1211,SHOT,N,
JE329857,26182,2021-08-07 20:54:00,25,2533,SHOT,Y,2021-08-30
JE329873,26185,2021-08-07 21:08:00,8,825,SHOT,Y,2021-08-10
JE329995,26186,2021-08-08 00:49:00,6,613,SHOT,N,
JE330007,26183,2021-08-08 00:59:00,9,911,SHOT,N,
JE330041,26184,2021-08-08 01:57:00,1,131,SHOT,N,
JE330055,26187,2021-08-08 02:05:00,22,2221,SHOT,Y,2022-02-24
JE330412,26188,2021-08-08 11:41:00,15,1524,SHOT,N,
JE331743,26190,2021-08-09 15:29:00,11,1115,SHOT,Y,2022-01-05
JE332196,26191,2021-08-09 23:07:00,12,1233,SHOT,N,
JE332478,26192,2021-08-10 09:44:00,6,624,SHOT,N,
JE356509,26264,2021-08-10 22:21:00,2,214,STABBED,Y,2021-11-05
JE334019,26193,2021-08-11 15:57:00,7,712,SHOT,N,
JE334051,26194,2021-08-11 16:18:00,7,713,SHOT,N,
JE334170,26195,2021-08-11 17:55:00,8,832,SHOT,Y,2021-09-29
JE334288,26196,2021-08-11 19:50:00,25,2513,SHOT,N,
JE335700,26197,2021-08-13 06:09:00,11,1112,SHOT,N,
JE336350,26198,2021-08-13 17:15:00,25,2521,SHOT,N,
JE336348,26205,2021-08-13 17:30:00,7,726,SHOT,N,
JE336894,26199,2021-08-14 08:29:00,11,1112,SHOT,N,
JE337108,26200,2021-08-14 12:39:00,25,2534,SHOT,N,
JE337187,26201,2021-08-14 14:01:00,11,1133,SHOT,N,
JE337556,26202,2021-08-14 20:29:00,2,233,SHOT,N,
JE337687,26220,2021-08-14 23:37:00,3,313,SHOT,N,
JE337788,26227,2021-08-15 01:27:00,10,1032,SHOT,N,
JE337793,26206,2021-08-15 01:59:00,3,323,SHOT,N,
JE337886,26203,2021-08-15 04:15:00,17,1723,SHOT,N,
JE338308,26207,2021-08-15 15:32:00,25,2512,SHOT,Y,2021-10-13
JE338863,26208,2021-08-16 04:26:00,4,433,SHOT,Y,2021-08-27
JE339208,26212,2021-08-16 12:36:00,25,2533,SHOT,Y,2021-12-30
JE339208,26213,2021-08-16 12:36:00,25,2533,SHOT,Y,2021-12-30
JE339430,26209,2021-08-16 15:26:00,6,633,SHOT,N,
JE339720,26210,2021-08-16 18:45:00,6,631,SHOT,N,
JE339848,26211,2021-08-16 21:03:00,24,2431,SHOT,Y,2022-04-11
JE340021,26214,2021-08-17 01:58:00,5,533,SHOT,N,
JE340482,26215,2021-08-17 13:56:00,15,1532,SHOT,N,
JE340796,26216,2021-08-17 18:08:00,5,533,SHOT,N,
JE340860,26217,2021-08-17 19:17:00,10,1013,SHOT,N,
JE342175,26219,2021-08-19 01:07:00,4,424,SHOT,N,
JE342837,26221,2021-08-19 16:18:00,9,935,SHOT,Y,2021-09-02
JE343566,26222,2021-08-20 10:38:00,11,1135,SHOT,Y,2022-03-09
JE343591,26223,2021-08-20 11:13:00,15,1513,SHOT,N,
JE344474,26228,2021-08-21 02:54:00,15,1533,SHOT,N,
JE344474,26243,2021-08-21 02:54:00,15,1533,SHOT,N,
JE344964,26229,2021-08-21 14:53:00,11,1132,SHOT,N,
JE345334,26225,2021-08-21 18:39:00,9,931,SHOT,Y,2022-03-01
JE345338,26224,2021-08-21 18:53:00,8,831,SHOT,N,
JE345442,26226,2021-08-21 21:08:00,4,412,SHOT,N,
JE345591,26230,2021-08-22 00:59:00,11,1123,SHOT,N,
JE345785,26231,2021-08-22 07:37:00,15,1533,STABBED,N,
JE346658,26241,2021-08-23 00:24:00,2,231,SHOT,N,
JE349449,26233,2021-08-25 11:40:00,11,1135,SHOT,N,
JE349755,26232,2021-08-25 16:55:00,5,512,SHOT,N,
JE350126,26234,2021-08-25 22:15:00,10,1011,SHOT,N,
JE352531,26235,2021-08-27 23:57:00,7,712,SHOT,N,
JE353715,26238,2021-08-29 02:18:00,11,1112,SHOT,N,
JE353723,26237,2021-08-29 02:32:00,9,933,SHOT,N,
JE353730,26236,2021-08-29 02:50:00,7,731,SHOT,N,
JE354424,26239,2021-08-29 17:08:00,10,1031,SHOT,N,
JE354838,26240,2021-08-30 01:50:00,4,421,SHOT,Y,2022-03-24
JE355901,26242,2021-08-30 20:48:00,5,513,SHOT,N,
JE357410,26246,2021-09-01 05:15:00,11,1132,SHOT,N,
JE357470,26245,2021-09-01 07:33:00,12,1221,SHOT,Y,2021-11-23
JE357712,26253,2021-09-01 11:15:00,18,1832,STABBED,Y,2021-09-03
JE358321,26244,2021-09-01 19:32:00,5,531,SHOT,N,
JE358450,26248,2021-09-01 22:00:00,15,1532,SHOT,Y,2021-09-03
JE358482,26436,2021-09-01 22:36:00,11,1131,SHOT,Y,2021-11-10
JE358798,26250,2021-09-02 09:32:00,9,923,SHOT,Y,2021-12-07
JE359642,26251,2021-09-02 22:46:00,18,1821,SHOT,N,
JE359664,26252,2021-09-02 23:21:00,7,735,SHOT,N,
JE360722,26265,2021-09-03 20:02:00,6,612,SHOT,N,
JE360753,26257,2021-09-03 20:55:00,3,321,SHOT,N,
JE361773,26693,2021-09-04 20:44:00,10,1011,SHOT,N,
JE361917,26255,2021-09-04 23:48:00,10,1021,SHOT,N,
JE362042,26280,2021-09-05 02:15:00,8,823,SHOT,N,
JE362111,26308,2021-09-05 03:40:00,3,324,SHOT,N,
JE362137,26256,2021-09-05 05:28:00,9,911,SHOT,N,
JE362606,26258,2021-09-05 14:45:00,4,414,SHOT,Y,2021-09-08
