case_number,id,date,injury_type,cleared,date_clear,beat,district,time_to_clear
HT321920,19886.0,2011-05-30 00:00:00,SHOT,Y,2011-06-02,624.0,6.0,3.0
HT322177,19892.0,2011-05-30 00:00:00,SHOT,N,,331.0,3.0,
HT322147,19888.0,2011-05-30 00:00:00,SHOT,N,,934.0,9.0,
HT322195,19934.0,2011-05-30 00:00:00,SHOT,Y,2011-09-28,1524.0,15.0,121.0
HT322222,19887.0,2011-05-30 00:00:00,SHOT,Y,2011-12-12,723.0,7.0,196.0
HT322239,19889.0,2011-05-31 00:00:00,SHOT,N,,835.0,8.0,
HT322321,19890.0,2011-05-31 00:00:00,SHOT,Y,2014-04-15,234.0,2.0,1050.0
HT322419,19891.0,2011-05-31 00:00:00,SHOT,N,,613.0,6.0,
HT323731,19893.0,2011-05-31 00:00:00,SHOT,N,,711.0,7.0,
HT324288,19895.0,2011-06-01 00:00:00,STABBED,Y,2011-06-03,731.0,7.0,2.0
HT326088,19897.0,2011-06-02 00:00:00,BLUNT FORCE INJURY,Y,2011-06-04,912.0,9.0,2.0
HT326121,19896.0,2011-06-02 00:00:00,SHOT,Y,2011-07-15,1513.0,15.0,43.0
HT327899,19898.0,2011-06-03 00:00:00,SHOT,N,,331.0,3.0,
HT329364,20485.0,2011-06-03 00:00:00,SHOT,N,,214.0,2.0,
HT329479,19902.0,2011-06-03 00:00:00,SHOT,N,,1132.0,11.0,
HT329646,19903.0,2011-06-04 00:00:00,SHOT,N,,614.0,6.0,
HT329708,19900.0,2011-06-04 00:00:00,SHOT,N,,1723.0,17.0,
HT329725,19901.0,2011-06-04 00:00:00,SHOT,N,,632.0,6.0,
HT329811,19904.0,2011-06-04 00:00:00,SHOT,N,,725.0,7.0,
HT331248,19905.0,2011-06-05 00:00:00,SHOT,Y,2011-06-08,1032.0,10.0,3.0
HT332453,19906.0,2011-06-05 00:00:00,SHOT,N,,831.0,8.0,
HT332736,19907.0,2011-06-06 00:00:00,SHOT,N,,712.0,7.0,
HT332755,19908.0,2011-06-06 00:00:00,STABBED,Y,2011-06-08,1633.0,16.0,2.0
HT333114,19910.0,2011-06-06 00:00:00,SHOT,N,,421.0,4.0,
HT333339,19909.0,2011-06-06 00:00:00,STABBED,Y,2015-06-05,1731.0,17.0,1460.0
HT333592,19911.0,2011-06-06 00:00:00,SHOT,N,,1132.0,11.0,
HT336027,19912.0,2011-06-07 00:00:00,SHOT,Y,2011-06-19,321.0,3.0,12.0
HT337165,19913.0,2011-06-08 00:00:00,SHOT,Y,2011-06-28,834.0,8.0,20.0
HT339411,19914.0,2011-06-09 00:00:00,SHOT,N,,331.0,3.0,
HT340182,19915.0,2011-06-10 00:00:00,SHOT,Y,2011-12-28,1122.0,11.0,201.0
HT341170,19920.0,2011-06-10 00:00:00,SHOT,Y,2011-11-19,1021.0,10.0,162.0
HT341173,19916.0,2011-06-10 00:00:00,SHOT,N,,1131.0,11.0,
HT341460,19921.0,2011-06-11 00:00:00,SHOT,N,,932.0,9.0,
HT341462,19917.0,2011-06-11 00:00:00,SHOT,N,,1135.0,11.0,
HT341462,19918.0,2011-06-11 00:00:00,SHOT,N,,1135.0,11.0,
HT345760,19922.0,2011-06-13 00:00:00,SHOT,N,,932.0,9.0,
HT345864,19923.0,2011-06-13 00:00:00,SHOT,Y,2012-09-26,2534.0,25.0,471.0
HT347071,19924.0,2011-06-14 00:00:00,SHOT,Y,2012-09-17,1132.0,11.0,461.0
HT347874,19925.0,2011-06-15 00:00:00,SHOT,N,,2233.0,22.0,
HT351126,19926.0,2011-06-16 00:00:00,SHOT,Y,2011-06-23,1233.0,12.0,7.0
HT354290,19927.0,2011-06-18 00:00:00,SHOT,N,,712.0,7.0,
HT354853,19928.0,2011-06-19 00:00:00,SHOT,Y,2013-08-13,2531.0,25.0,786.0
HT357757,19929.0,2011-06-20 00:00:00,SHOT,N,,924.0,9.0,
HT360630,19930.0,2011-06-22 00:00:00,SHOT,Y,2012-05-31,823.0,8.0,344.0
HT361310,19931.0,2011-06-23 00:00:00,STABBED,Y,2012-04-21,1032.0,10.0,303.0
HT362796,19933.0,2011-06-23 00:00:00,SHOT,N,,734.0,7.0,
HT364674,23216.0,2011-06-25 00:00:00,SHOT,N,,923.0,9.0,
HT365883,19935.0,2011-06-25 00:00:00,SHOT,N,,713.0,7.0,
HT367559,19936.0,2011-06-26 00:00:00,ASSAULT,Y,2011-06-30,213.0,2.0,4.0
HT368913,19937.0,2011-06-27 00:00:00,SHOT,Y,2015-01-23,915.0,9.0,1306.0
HT369456,19938.0,2011-06-28 00:00:00,SHOT,N,,513.0,5.0,
HT372628,19939.0,2011-06-29 00:00:00,SHOT,N,,913.0,9.0,
HT373265,19941.0,2011-06-30 00:00:00,SHOT,N,,1115.0,11.0,
HT375188,19942.0,2011-07-01 00:00:00,SHOT,Y,2011-07-04,1011.0,10.0,3.0
HT375982,19943.0,2011-07-01 00:00:00,SHOT,Y,2011-09-28,1231.0,12.0,89.0
HT376320,19944.0,2011-07-02 00:00:00,SHOT,N,,622.0,6.0,
HT376457,19945.0,2011-07-02 00:00:00,SHOT,N,,1031.0,10.0,
HT378694,19946.0,2011-07-03 00:00:00,SHOT,N,,726.0,7.0,
HT380212,19947.0,2011-07-04 00:00:00,SHOT,Y,2012-01-06,513.0,5.0,186.0
HT380696,19949.0,2011-07-05 00:00:00,SHOT,N,,1311.0,13.0,
HT381315,19961.0,2011-07-05 00:00:00,ASSAULT,N,,1121.0,11.0,
HT383639,19950.0,2011-07-06 00:00:00,SHOT,Y,2014-10-04,711.0,7.0,1186.0
HT387816,19951.0,2011-07-09 00:00:00,SHOT,N,,731.0,7.0,
HT387816,19952.0,2011-07-09 00:00:00,SHOT,N,,731.0,7.0,
HT387869,19953.0,2011-07-09 00:00:00,SHOT,N,,614.0,6.0,
HT389101,19954.0,2011-07-09 00:00:00,SHOT,N,,1011.0,10.0,
HT389395,19955.0,2011-07-10 00:00:00,STABBED,N,,724.0,7.0,
HT389841,19956.0,2011-07-10 00:00:00,SHOT,Y,2014-02-24,433.0,4.0,960.0
HT390685,20738.0,2011-07-11 00:00:00,SHOT,N,,324.0,3.0,
HT391457,19959.0,2011-07-11 00:00:00,SHOT,N,,726.0,7.0,
HT392319,19957.0,2011-07-11 00:00:00,SHOT,N,,421.0,4.0,
HT392495,19958.0,2011-07-11 00:00:00,SHOT,N,,2221.0,22.0,
HT393919,19960.0,2011-07-12 00:00:00,SHOT,Y,2011-08-25,522.0,5.0,44.0
HT394073,19962.0,2011-07-12 00:00:00,SHOT,Y,2013-03-02,221.0,2.0,599.0
HT394384,19963.0,2011-07-13 00:00:00,SHOT,N,,934.0,9.0,
HT397255,19967.0,2011-07-14 00:00:00,ASSAULT,Y,2014-10-01,725.0,7.0,1175.0
HT397607,19968.0,2011-07-14 00:00:00,SHOT,N,,726.0,7.0,
HT397884,19969.0,2011-07-15 00:00:00,SHOT,N,,2221.0,22.0,
HT398753,19970.0,2011-07-15 00:00:00,SHOT,Y,2011-09-03,422.0,4.0,50.0
HT399475,19971.0,2011-07-16 00:00:00,SHOT,N,,1112.0,11.0,
HT400684,19973.0,2011-07-16 00:00:00,SHOT,Y,2011-10-27,234.0,2.0,103.0
HT400981,19977.0,2011-07-16 00:00:00,SHOT,Y,2011-08-04,732.0,7.0,19.0
HT401066,19974.0,2011-07-17 00:00:00,SHOT,N,,311.0,3.0,
HT405221,19975.0,2011-07-19 00:00:00,SHOT,N,,835.0,8.0,
HT410365,19978.0,2011-07-22 00:00:00,SHOT,Y,2011-08-01,1711.0,17.0,10.0
HT411014,19979.0,2011-07-22 00:00:00,SHOT,Y,2014-01-16,321.0,3.0,909.0
HT411255,19986.0,2011-07-23 00:00:00,BLUNT FORCE INJURY,Y,2013-04-03,822.0,8.0,620.0
HT412137,19980.0,2011-07-23 00:00:00,SHOT,N,,1511.0,15.0,
HT412284,19981.0,2011-07-23 00:00:00,SHOT,N,,323.0,3.0,
HT412497,19983.0,2011-07-23 00:00:00,SHOT,N,,414.0,4.0,
HT412757,19982.0,2011-07-24 00:00:00,SHOT,N,,915.0,9.0,
HT415667,19984.0,2011-07-25 00:00:00,SHOT,N,,1324.0,13.0,
HT415911,19985.0,2011-07-26 00:00:00,SHOT,Y,2011-07-28,724.0,7.0,2.0
HT419132,19987.0,2011-07-28 00:00:00,SHOT,N,,1032.0,10.0,
HT420373,20020.0,2011-07-28 00:00:00,SHOT,Y,2011-08-19,1022.0,10.0,22.0
HT420854,19988.0,2011-07-29 00:00:00,SHOT,N,,1112.0,11.0,
HT420945,19989.0,2011-07-29 00:00:00,SHOT,Y,2011-08-02,624.0,6.0,4.0
HT421384,19990.0,2011-07-29 00:00:00,SHOT,N,,832.0,8.0,
HT421725,19991.0,2011-07-29 00:00:00,SHOT,Y,2011-08-01,631.0,6.0,3.0
HT421725,19992.0,2011-07-29 00:00:00,SHOT,Y,2011-08-01,631.0,6.0,3.0
HT422071,19994.0,2011-07-29 00:00:00,SHOT,Y,2011-08-04,1523.0,15.0,6.0
HT422606,19993.0,2011-07-30 00:00:00,SHOT,N,,835.0,8.0,
HT422830,19995.0,2011-07-30 00:00:00,SHOT,Y,2011-09-19,912.0,9.0,51.0
HT423529,19996.0,2011-07-30 00:00:00,SHOT,N,,324.0,3.0,
HT424089,19997.0,2011-07-31 00:00:00,SHOT,N,,711.0,7.0,
HT425376,19998.0,2011-07-31 00:00:00,SHOT,N,,726.0,7.0,
HT425909,19999.0,2011-08-01 00:00:00,STABBED,Y,2011-08-03,323.0,3.0,2.0
HT429302,20000.0,2011-08-03 00:00:00,SHOT,N,,324.0,3.0,
HT430123,20001.0,2011-08-03 00:00:00,SHOT,Y,2011-10-17,214.0,2.0,75.0
HT430821,20002.0,2011-08-04 00:00:00,SHOT,N,,1324.0,13.0,
HT431002,20003.0,2011-08-04 00:00:00,SHOT,Y,2011-11-05,523.0,5.0,93.0
HT432177,20017.0,2011-08-04 00:00:00,ASSAULT,Y,2011-08-18,531.0,5.0,14.0
HT432279,20004.0,2011-08-04 00:00:00,SHOT,Y,2011-08-07,2522.0,25.0,3.0
HT433812,20005.0,2011-08-05 00:00:00,SHOT,N,,1122.0,11.0,
HT435897,20006.0,2011-08-07 00:00:00,SHOT,N,,832.0,8.0,
HT435909,20007.0,2011-08-07 00:00:00,SHOT,Y,2011-08-09,2422.0,24.0,2.0
HT436147,20008.0,2011-08-07 00:00:00,SHOT,Y,2017-02-28,733.0,7.0,2032.0
HT442065,20009.0,2011-08-10 00:00:00,SHOT,N,,1012.0,10.0,
HT442132,20010.0,2011-08-10 00:00:00,SHOT,Y,2017-06-13,312.0,3.0,2134.0
HT442280,20011.0,2011-08-11 00:00:00,SHOT,N,,431.0,4.0,
HT442517,20012.0,2011-08-11 00:00:00,SHOT,N,,422.0,4.0,
HT445546,20013.0,2011-08-13 00:00:00,SHOT,N,,634.0,6.0,
HT445656,20014.0,2011-08-13 00:00:00,SHOT,N,,931.0,9.0,
HT447447,20015.0,2011-08-14 00:00:00,SHOT,Y,2012-01-04,614.0,6.0,143.0
HT451630,20016.0,2011-08-16 00:00:00,SHOT,Y,2011-08-22,823.0,8.0,6.0
HT452951,20018.0,2011-08-17 00:00:00,SHOT,N,,722.0,7.0,
HT453153,20019.0,2011-08-17 00:00:00,SHOT,N,,831.0,8.0,
HT455244,20028.0,2011-08-19 00:00:00,BLUNT FORCE INJURY,N,,234.0,2.0,
HT458312,20021.0,2011-08-21 00:00:00,SHOT,N,,914.0,9.0,
HT458816,20022.0,2011-08-21 00:00:00,SHOT,N,,1523.0,15.0,
HT460745,20023.0,2011-08-22 00:00:00,SHOT,Y,2011-08-24,1532.0,15.0,2.0
HT462057,20024.0,2011-08-23 00:00:00,ASPHYXIATION,Y,2011-08-26,1031.0,10.0,3.0
HT462951,24284.0,2011-08-24 00:00:00,BLUNT FORCE INJURY,N,,924.0,9.0,
HT464142,20075.0,2011-08-24 00:00:00,ASSAULT,Y,2012-06-08,2533.0,25.0,289.0
HT464552,20026.0,2011-08-25 00:00:00,SHOT,N,,731.0,7.0,
HT465093,20029.0,2011-08-25 00:00:00,ASSAULT,N,,2313.0,23.0,
HT465596,20027.0,2011-08-25 00:00:00,ASSAULT,Y,2011-08-28,1011.0,10.0,3.0
HT469228,20030.0,2011-08-27 00:00:00,SHOT,Y,2011-09-05,734.0,7.0,9.0
HT469506,20036.0,2011-08-28 00:00:00,SHOT,Y,2011-09-10,1232.0,12.0,13.0
HT470465,20037.0,2011-08-28 00:00:00,SHOT,Y,2016-03-17,1913.0,19.0,1663.0
HT473739,20051.0,2011-08-30 00:00:00,SHOT,Y,2011-10-17,1114.0,11.0,48.0
HT474720,20039.0,2011-08-31 00:00:00,SHOT,N,,1133.0,11.0,
HT476790,24412.0,2011-09-01 00:00:00,SHOT,N,,623.0,6.0,
HT477011,20041.0,2011-09-01 00:00:00,STABBED,Y,2011-09-12,1135.0,11.0,11.0
HT477755,20042.0,2011-09-02 00:00:00,STABBED,Y,2011-09-05,2533.0,25.0,3.0
HT477936,20043.0,2011-09-02 00:00:00,SHOT,Y,2018-12-26,2221.0,22.0,2672.0
HT478600,20044.0,2011-09-02 00:00:00,SHOT,N,,732.0,7.0,
HT478900,20046.0,2011-09-03 00:00:00,STABBED,N,,1933.0,19.0,
HT478932,20045.0,2011-09-03 00:00:00,SHOT,N,,1524.0,15.0,
HT479688,20049.0,2011-09-03 00:00:00,SHOT,N,,831.0,8.0,
HT481682,20050.0,2011-09-04 00:00:00,SHOT,Y,2013-06-19,533.0,5.0,654.0
HT482967,20052.0,2011-09-05 00:00:00,SHOT,N,,1011.0,10.0,
HT484349,20053.0,2011-09-06 00:00:00,SHOT,N,,1022.0,10.0,
HT484475,20054.0,2011-09-06 00:00:00,SHOT,N,,323.0,3.0,
HT487388,20055.0,2011-09-08 00:00:00,SHOT,N,,1511.0,15.0,
HT491143,20056.0,2011-09-11 00:00:00,SHOT,N,,823.0,8.0,
HT491143,20057.0,2011-09-11 00:00:00,SHOT,N,,823.0,8.0,
HT493229,20063.0,2011-09-12 00:00:00,SHOT,N,,413.0,4.0,
HT494057,20058.0,2011-09-12 00:00:00,SHOT,N,,511.0,5.0,
HT494625,20059.0,2011-09-13 00:00:00,SHOT,Y,2011-09-21,1422.0,14.0,8.0
HT495036,20060.0,2011-09-13 00:00:00,SHOT,Y,2011-12-23,311.0,3.0,101.0
HT495239,20061.0,2011-09-13 00:00:00,SHOT,N,,832.0,8.0,
HT495827,20062.0,2011-09-13 00:00:00,ASSAULT,Y,2011-09-16,1622.0,16.0,3.0
HT498844,20065.0,2011-09-15 00:00:00,SHOT,Y,2011-09-18,1713.0,17.0,3.0
HT498787,20064.0,2011-09-15 00:00:00,SHOT,N,,611.0,6.0,
HT500599,20066.0,2011-09-17 00:00:00,STABBED,Y,2011-09-20,1031.0,10.0,3.0
HT502027,20205.0,2011-09-17 00:00:00,ASSAULT,Y,2012-01-19,411.0,4.0,124.0
HT501879,20067.0,2011-09-17 00:00:00,SHOT,N,,1024.0,10.0,
HT502057,20068.0,2011-09-18 00:00:00,SHOT,Y,2011-09-20,2534.0,25.0,2.0
HT502251,20069.0,2011-09-18 00:00:00,SHOT,Y,2018-12-28,824.0,8.0,2658.0
HT502439,20070.0,2011-09-18 00:00:00,SHOT,N,,832.0,8.0,
HT504254,20071.0,2011-09-19 00:00:00,SHOT,N,,714.0,7.0,
HT504562,20072.0,2011-09-19 00:00:00,SHOT,Y,2011-09-20,311.0,3.0,1.0
HT508548,20073.0,2011-09-22 00:00:00,SHOT,N,,1114.0,11.0,
HT509760,20074.0,2011-09-22 00:00:00,OTHER,Y,2011-09-26,334.0,3.0,4.0
HT513786,20079.0,2011-09-25 00:00:00,SHOT,Y,2012-02-10,1112.0,11.0,138.0
HT514961,20077.0,2011-09-26 00:00:00,SHOT,N,,222.0,2.0,
HT518983,20080.0,2011-09-28 00:00:00,SHOT,N,,413.0,4.0,
HT522383,20081.0,2011-10-01 00:00:00,SHOT,N,,2515.0,25.0,
HT523755,20083.0,2011-10-02 00:00:00,SHOT,N,,632.0,6.0,
HT524628,20084.0,2011-10-02 00:00:00,SHOT,N,,2232.0,22.0,
HT529517,20086.0,2011-10-05 00:00:00,SHOT,Y,2011-10-10,322.0,3.0,5.0
HT529591,20087.0,2011-10-06 00:00:00,SHOT,N,,321.0,3.0,
HT530884,20088.0,2011-10-06 00:00:00,SHOT,N,,2532.0,25.0,
HT531199,20089.0,2011-10-07 00:00:00,SHOT,Y,2014-01-03,624.0,6.0,819.0
HT532692,20090.0,2011-10-08 00:00:00,SHOT,N,,1923.0,19.0,
HT532844,20091.0,2011-10-08 00:00:00,SHOT,Y,2011-10-10,1132.0,11.0,2.0
HT532864,20092.0,2011-10-08 00:00:00,SHOT,Y,2011-10-10,2525.0,25.0,2.0
HT534199,20263.0,2011-10-09 00:00:00,SHOT,N,,933.0,9.0,
HT555511,20157.0,2011-10-09 00:00:00,BLUNT FORCE INJURY,Y,2011-11-21,912.0,9.0,43.0
HT534990,20093.0,2011-10-09 00:00:00,SHOT,Y,2011-10-27,1723.0,17.0,18.0
HT535496,20099.0,2011-10-09 00:00:00,SHOT,N,,2233.0,22.0,
HT537113,20095.0,2011-10-10 00:00:00,ASSAULT,Y,2011-10-14,1623.0,16.0,4.0
HX173081,21431.0,2011-10-10 00:00:00,ASPHYXIATION,N,,2234.0,22.0,
HT537029,20094.0,2011-10-11 00:00:00,STABBED,Y,2011-10-14,1832.0,18.0,3.0
HT540276,21751.0,2011-10-13 00:00:00,STABBED,N,,1224.0,12.0,
HT541771,20096.0,2011-10-13 00:00:00,SHOT,N,,323.0,3.0,
HT544413,20097.0,2011-10-15 00:00:00,SHOT,N,,331.0,3.0,
HT544907,20098.0,2011-10-16 00:00:00,STABBED,Y,2011-10-21,832.0,8.0,5.0
HT545017,20122.0,2011-10-16 00:00:00,SHOT,N,,1532.0,15.0,
HT546981,20100.0,2011-10-17 00:00:00,SHOT,N,,733.0,7.0,
HT547395,20109.0,2011-10-17 00:00:00,SHOT,N,,522.0,5.0,
HT547805,20101.0,2011-10-18 00:00:00,SHOT,Y,2011-10-20,1732.0,17.0,2.0
HT549735,20103.0,2011-10-19 00:00:00,SHOT,N,,1131.0,11.0,
HT549836,20104.0,2011-10-19 00:00:00,SHOT,N,,722.0,7.0,
HT554458,20105.0,2011-10-22 00:00:00,ASSAULT,N,,1024.0,10.0,
HT554970,20112.0,2011-10-22 00:00:00,ASSAULT,Y,2011-11-10,924.0,9.0,19.0
HT555220,20106.0,2011-10-23 00:00:00,SHOT,N,,2522.0,25.0,
HT555401,20107.0,2011-10-23 00:00:00,STABBED,Y,2011-10-26,924.0,9.0,3.0
HT555570,20144.0,2011-10-23 00:00:00,SHOT,N,,725.0,7.0,
HT556478,20108.0,2011-10-23 00:00:00,SHOT,N,,835.0,8.0,
HT556697,20110.0,2011-10-24 00:00:00,SHOT,N,,511.0,5.0,
HT556930,20111.0,2011-10-24 00:00:00,SHOT,N,,334.0,3.0,
HT558544,20113.0,2011-10-25 00:00:00,SHOT,N,,1533.0,15.0,
HT558544,20114.0,2011-10-25 00:00:00,SHOT,N,,1533.0,15.0,
HT559589,20117.0,2011-10-25 00:00:00,SHOT,N,,715.0,7.0,
HT559744,20115.0,2011-10-25 00:00:00,SHOT,N,,731.0,7.0,
HT562072,20116.0,2011-10-27 00:00:00,SHOT,N,,914.0,9.0,
HT563908,20132.0,2011-10-28 00:00:00,SHOT,N,,823.0,8.0,
HT564486,20118.0,2011-10-28 00:00:00,SHOT,N,,414.0,4.0,
HT564834,20119.0,2011-10-29 00:00:00,SHOT,Y,2011-11-04,1014.0,10.0,6.0
HT566177,20120.0,2011-10-30 00:00:00,ASSAULT,Y,2011-11-02,624.0,6.0,3.0
HT566129,20121.0,2011-10-30 00:00:00,SHOT,Y,2011-11-01,2531.0,25.0,2.0
HT566945,20123.0,2011-10-30 00:00:00,SHOT,Y,2011-11-01,722.0,7.0,2.0
HT567873,20125.0,2011-10-31 00:00:00,SHOT,Y,2014-09-22,824.0,8.0,1057.0
HT568219,20145.0,2011-10-31 00:00:00,STABBED,Y,2011-11-09,735.0,7.0,9.0
HT568919,20126.0,2011-10-31 00:00:00,SHOT,N,,914.0,9.0,
HT569245,20127.0,2011-11-01 00:00:00,SHOT,N,,334.0,3.0,
HT572234,20128.0,2011-11-02 00:00:00,SHOT,Y,2011-11-05,533.0,5.0,3.0
HT572234,20129.0,2011-11-02 00:00:00,SHOT,Y,2011-11-05,533.0,5.0,3.0
HT572234,20130.0,2011-11-02 00:00:00,SHOT,Y,2011-11-05,533.0,5.0,3.0
HT572694,20133.0,2011-11-03 00:00:00,STRANGULATION,Y,2011-11-05,2033.0,20.0,2.0
HT574573,20135.0,2011-11-04 00:00:00,ASSAULT,Y,2011-11-06,2223.0,22.0,2.0
HT575535,20136.0,2011-11-05 00:00:00,SHOT,N,,1022.0,10.0,
HT575599,20143.0,2011-11-05 00:00:00,SHOT,Y,2014-05-07,1213.0,12.0,914.0
HT575952,20141.0,2011-11-05 00:00:00,SHOT,Y,2013-01-28,1523.0,15.0,450.0
HT576092,20147.0,2011-11-05 00:00:00,ASSAULT,N,,1122.0,11.0,
HT576362,20138.0,2011-11-05 00:00:00,SHOT,Y,2011-11-08,632.0,6.0,3.0
HT576362,20139.0,2011-11-05 00:00:00,SHOT,Y,2011-11-08,632.0,6.0,3.0
HT576362,20140.0,2011-11-05 00:00:00,SHOT,Y,2011-11-08,632.0,6.0,3.0
HT578000,20142.0,2011-11-06 00:00:00,SHOT,N,,914.0,9.0,
HT578691,20146.0,2011-11-07 00:00:00,ASSAULT,Y,2011-11-13,2123.0,21.0,6.0
HT581763,20148.0,2011-11-09 00:00:00,SHOT,Y,2013-09-25,522.0,5.0,686.0
HT582670,20150.0,2011-11-10 00:00:00,SHOT,N,,233.0,2.0,
HT582731,20149.0,2011-11-10 00:00:00,SHOT,N,,614.0,6.0,
HT583773,20151.0,2011-11-10 00:00:00,SHOT,Y,2011-11-17,2223.0,22.0,7.0
HT583947,20152.0,2011-11-10 00:00:00,SHOT,N,,313.0,3.0,
HT585334,20153.0,2011-11-11 00:00:00,SHOT,N,,1223.0,12.0,
HT587790,20154.0,2011-11-13 00:00:00,SHOT,N,,911.0,9.0,
HT590868,20158.0,2011-11-15 00:00:00,SHOT,N,,725.0,7.0,
HT591054,20155.0,2011-11-15 00:00:00,SHOT,Y,2011-12-01,524.0,5.0,16.0
HT591361,20156.0,2011-11-15 00:00:00,SHOT,N,,2223.0,22.0,
HT595485,24413.0,2011-11-18 00:00:00,SHOT,N,,421.0,4.0,
HT595819,20160.0,2011-11-19 00:00:00,SHOT,N,,734.0,7.0,
HT604560,20165.0,2011-11-25 00:00:00,ASSAULT,Y,2011-11-28,822.0,8.0,3.0
HT606704,20166.0,2011-11-27 00:00:00,SHOT,N,,714.0,7.0,
HT607919,20167.0,2011-11-27 00:00:00,SHOT,N,,1532.0,15.0,
HT609025,20168.0,2011-11-28 00:00:00,SHOT,N,,2532.0,25.0,
HT612076,20242.0,2011-11-30 00:00:00,SHOT,Y,2013-06-07,715.0,7.0,555.0
HT613476,20170.0,2011-12-01 00:00:00,SHOT,Y,2012-05-25,2234.0,22.0,176.0
HT616260,20171.0,2011-12-03 00:00:00,SHOT,N,,313.0,3.0,
HT616974,20173.0,2011-12-04 00:00:00,SHOT,N,,2312.0,23.0,
HT617152,20174.0,2011-12-04 00:00:00,STABBED,N,,1412.0,14.0,
HT617267,20176.0,2011-12-04 00:00:00,SHOT,Y,2012-06-12,2234.0,22.0,191.0
HT617759,20177.0,2011-12-04 00:00:00,SHOT,N,,321.0,3.0,
HT618688,20191.0,2011-12-05 00:00:00,SHOT,N,,911.0,9.0,
HT619354,20192.0,2011-12-05 00:00:00,STABBED,Y,2011-12-07,2422.0,24.0,2.0
HT620488,20560.0,2011-12-06 00:00:00,SHOT,N,,2234.0,22.0,
HT621654,20194.0,2011-12-07 00:00:00,SHOT,Y,2012-05-11,632.0,6.0,156.0
HT624348,20274.0,2011-12-09 00:00:00,OTHER,Y,2012-12-31,1135.0,11.0,388.0
HT625528,20195.0,2011-12-10 00:00:00,SHOT,N,,323.0,3.0,
HT625714,20196.0,2011-12-10 00:00:00,SHOT,N,,1723.0,17.0,
HT626172,22298.0,2011-12-10 00:00:00,SHOT,N,,823.0,8.0,
HT629330,20197.0,2011-12-12 00:00:00,SHOT,N,,1724.0,17.0,
HT629492,20198.0,2011-12-12 00:00:00,SHOT,N,,1115.0,11.0,
HT630007,20199.0,2011-12-13 00:00:00,SHOT,Y,2011-12-29,1115.0,11.0,16.0
HT635830,20200.0,2011-12-17 00:00:00,SHOT,N,,314.0,3.0,
HT637390,20201.0,2011-12-18 00:00:00,STABBED,Y,2013-06-04,522.0,5.0,534.0
HT639247,20202.0,2011-12-19 00:00:00,SHOT,Y,2012-01-06,331.0,3.0,18.0
HT641355,20204.0,2011-12-21 00:00:00,SHOT,N,,1523.0,15.0,
HT644437,20206.0,2011-12-23 00:00:00,SHOT,N,,726.0,7.0,
HT645849,20211.0,2011-12-24 00:00:00,SHOT,N,,913.0,9.0,
HT645986,20207.0,2011-12-24 00:00:00,SHOT,N,,1131.0,11.0,
HT646140,20208.0,2011-12-24 00:00:00,SHOT,N,,221.0,2.0,
HT646724,20209.0,2011-12-25 00:00:00,SHOT,Y,2011-12-27,1212.0,12.0,2.0
HT646724,20210.0,2011-12-25 00:00:00,SHOT,Y,2011-12-27,1212.0,12.0,2.0
HT649448,20212.0,2011-12-27 00:00:00,SHOT,Y,2011-12-31,723.0,7.0,4.0
HT649448,20213.0,2011-12-27 00:00:00,SHOT,Y,2011-12-31,723.0,7.0,4.0
HT650660,20214.0,2011-12-28 00:00:00,SHOT,N,,831.0,8.0,
HT650674,20217.0,2011-12-28 00:00:00,SHOT,N,,921.0,9.0,
HT651443,20216.0,2011-12-29 00:00:00,SHOT,N,,512.0,5.0,
HT652289,20219.0,2011-12-29 00:00:00,SHOT,Y,2013-02-13,1022.0,10.0,412.0
HT652264,20218.0,2011-12-29 00:00:00,SHOT,Y,2012-01-08,2531.0,25.0,10.0
HT654081,20221.0,2011-12-31 00:00:00,SHOT,N,,914.0,9.0,
HT654534,20222.0,2011-12-31 00:00:00,SHOT,Y,2012-08-16,712.0,7.0,229.0
HV101396,20224.0,2012-01-02 00:00:00,SHOT,N,,1713.0,17.0,
HV101433,20227.0,2012-01-02 00:00:00,STABBED,Y,2012-01-06,513.0,5.0,4.0
HV102221,20225.0,2012-01-02 00:00:00,SHOT,N,,421.0,4.0,
HV102145,20226.0,2012-01-02 00:00:00,SHOT,N,,726.0,7.0,
HV102986,20228.0,2012-01-03 00:00:00,SHOT,N,,1111.0,11.0,
HV103489,20229.0,2012-01-03 00:00:00,SHOT,N,,832.0,8.0,
HV103598,20232.0,2012-01-04 00:00:00,ASSAULT,Y,2012-01-06,2432.0,24.0,2.0
HV104908,20230.0,2012-01-04 00:00:00,SHOT,N,,713.0,7.0,
HV105192,20231.0,2012-01-05 00:00:00,SHOT,N,,1113.0,11.0,
HV107009,20233.0,2012-01-06 00:00:00,SHOT,Y,2012-06-29,1113.0,11.0,175.0
HV108064,20234.0,2012-01-07 00:00:00,STABBED,Y,2012-01-17,1731.0,17.0,10.0
HV108112,20235.0,2012-01-07 00:00:00,STABBED,Y,2012-04-19,1511.0,15.0,103.0
HV108827,20236.0,2012-01-07 00:00:00,SHOT,N,,713.0,7.0,
HV109263,20241.0,2012-01-08 00:00:00,SHOT,N,,2522.0,25.0,
HV109294,20237.0,2012-01-08 00:00:00,SHOT,N,,731.0,7.0,
