case_number,id,date,injury_type,cleared,date_clear,beat,district,time_to_clear
G415400,939.0,2001-07-15 00:00:00,SHOT,N,,333.0,3.0,
G418018,940.0,2001-07-17 00:00:00,SHOT,N,,914.0,9.0,
G419085,941.0,2001-07-17 00:00:00,SHOT,N,,1821.0,18.0,
G419125,942.0,2001-07-17 00:00:00,SHOT,Y,2001-07-23,931.0,9.0,6.0
G419553,943.0,2001-07-17 00:00:00,SHOT,Y,2001-07-31,422.0,4.0,14.0
G420109,1007.0,2001-07-17 00:00:00,SHOT,Y,2001-08-27,421.0,4.0,41.0
G420949,945.0,2001-07-18 00:00:00,STABBED,Y,2001-07-23,611.0,6.0,5.0
G421279,969.0,2001-07-18 00:00:00,SHOT,Y,2001-10-15,1131.0,11.0,89.0
G421984,946.0,2001-07-18 00:00:00,SHOT,Y,2001-07-23,1532.0,15.0,5.0
G422531,947.0,2001-07-19 00:00:00,SHOT,N,,1135.0,11.0,
G422700,948.0,2001-07-19 00:00:00,SHOT,N,,1423.0,14.0,
G422804,950.0,2001-07-19 00:00:00,ASSAULT,Y,2001-07-23,314.0,3.0,4.0
G422925,949.0,2001-07-19 00:00:00,SHOT,Y,2001-08-20,2525.0,25.0,32.0
G423609,951.0,2001-07-19 00:00:00,STABBED,Y,2001-07-24,2024.0,20.0,5.0
G425608,952.0,2001-07-20 00:00:00,SHOT,Y,2001-07-23,713.0,7.0,3.0
G427393,953.0,2001-07-21 00:00:00,SHOT,Y,2004-11-23,1222.0,12.0,1221.0
G427516,955.0,2001-07-21 00:00:00,SHOT,N,,931.0,9.0,
G429160,959.0,2001-07-21 00:00:00,SHOT,Y,2007-03-15,434.0,4.0,2063.0
G429422,973.0,2001-07-22 00:00:00,SHOT,N,,2515.0,25.0,
G429901,954.0,2001-07-22 00:00:00,SHOT,N,,2511.0,25.0,
G430250,956.0,2001-07-22 00:00:00,SHOT,N,,614.0,6.0,
G431507,957.0,2001-07-23 00:00:00,SHOT,Y,2001-07-25,1513.0,15.0,2.0
G432403,963.0,2001-07-23 00:00:00,STRANGULATION,Y,2001-08-27,1512.0,15.0,35.0
G432388,958.0,2001-07-23 00:00:00,SHOT,Y,2015-06-18,1113.0,11.0,5078.0
G433129,960.0,2001-07-23 00:00:00,SHOT,Y,2002-04-29,1021.0,10.0,280.0
G433655,964.0,2001-07-23 00:00:00,ASSAULT,Y,2001-07-27,2515.0,25.0,4.0
G433755,961.0,2001-07-23 00:00:00,SHOT,Y,2001-08-07,324.0,3.0,15.0
G433824,965.0,2001-07-23 00:00:00,SHOT,Y,2013-06-13,133.0,1.0,4343.0
G433824,966.0,2001-07-23 00:00:00,SHOT,Y,2013-06-13,133.0,1.0,4343.0
G434632,967.0,2001-07-24 00:00:00,SHOT,Y,2001-07-26,823.0,8.0,2.0
G435719,968.0,2001-07-24 00:00:00,SHOT,Y,2014-09-27,1034.0,10.0,4813.0
G436585,972.0,2001-07-25 00:00:00,SHOT,Y,2002-01-30,633.0,6.0,189.0
G437060,971.0,2001-07-25 00:00:00,STABBED,Y,2001-07-27,1632.0,16.0,2.0
G441060,974.0,2001-07-27 00:00:00,SHOT,Y,2002-04-29,1822.0,18.0,276.0
G441274,975.0,2001-07-27 00:00:00,SHOT,N,,1724.0,17.0,
G441772,976.0,2001-07-27 00:00:00,SHOT,Y,2001-07-30,1121.0,11.0,3.0
G457054,986.0,2001-07-27 00:00:00,STABBED,Y,2001-08-06,1135.0,11.0,10.0
G443139,978.0,2001-07-27 00:00:00,SHOT,Y,2002-04-29,1231.0,12.0,276.0
G443474,979.0,2001-07-28 00:00:00,ASSAULT,Y,2002-01-25,1024.0,10.0,181.0
G444606,977.0,2001-07-28 00:00:00,SHOT,Y,2001-08-06,931.0,,9.0
G446123,983.0,2001-07-29 00:00:00,STRANGULATION,Y,2001-08-27,1824.0,18.0,29.0
G446720,981.0,2001-07-29 00:00:00,SHOT,Y,2002-02-05,623.0,6.0,191.0
G447444,982.0,2001-07-29 00:00:00,STABBED,Y,2001-08-01,734.0,7.0,3.0
G447582,980.0,2001-07-29 00:00:00,SHOT,Y,2013-08-15,2535.0,25.0,4400.0
G451387,987.0,2001-07-30 00:00:00,BLUNT FORCE INJURY,Y,2001-11-29,713.0,7.0,122.0
G450312,984.0,2001-07-31 00:00:00,SHOT,Y,2001-08-09,1624.0,16.0,9.0
G450601,985.0,2001-07-31 00:00:00,STABBED,Y,2001-08-02,214.0,2.0,2.0
G455485,990.0,2001-08-02 00:00:00,STRANGULATION,N,,531.0,5.0,
G456492,989.0,2001-08-02 00:00:00,SHOT,Y,2002-08-19,821.0,8.0,382.0
G459053,991.0,2001-08-04 00:00:00,SHOT,N,,1433.0,14.0,
G459242,992.0,2001-08-04 00:00:00,OTHER,N,,124.0,1.0,
G459397,993.0,2001-08-04 00:00:00,SHOT,Y,2007-08-13,1114.0,11.0,2200.0
G461523,995.0,2001-08-05 00:00:00,SHOT,N,,1031.0,10.0,
G464441,996.0,2001-08-06 00:00:00,SHOT,Y,2001-08-13,1011.0,10.0,7.0
G468177,997.0,2001-08-07 00:00:00,SHOT,N,,1133.0,11.0,
G468610,998.0,2001-08-08 00:00:00,BLUNT FORCE INJURY,N,,1313.0,13.0,
G470422,999.0,2001-08-08 00:00:00,SHOT,Y,2001-12-03,1112.0,11.0,117.0
G473112,1001.0,2001-08-10 00:00:00,SHOT,N,,2533.0,25.0,
G476774,1003.0,2001-08-11 00:00:00,SHOT,Y,2001-08-16,1122.0,11.0,5.0
G477463,1002.0,2001-08-11 00:00:00,SHOT,Y,2001-08-14,1531.0,15.0,3.0
G477822,1004.0,2001-08-12 00:00:00,SHOT,Y,2004-05-04,1222.0,12.0,996.0
G477838,1005.0,2001-08-12 00:00:00,STABBED,Y,2001-08-15,2534.0,25.0,3.0
G483292,1006.0,2001-08-14 00:00:00,SHOT,N,,323.0,3.0,
G484903,1008.0,2001-08-15 00:00:00,SHOT,N,,533.0,5.0,
G486879,1009.0,2001-08-16 00:00:00,SHOT,Y,2001-10-16,611.0,6.0,61.0
G486888,1010.0,2001-08-16 00:00:00,SHOT,N,,623.0,6.0,
G489136,1011.0,2001-08-17 00:00:00,SHOT,N,,213.0,2.0,
G491428,1012.0,2001-08-18 00:00:00,SHOT,Y,2002-04-12,2212.0,22.0,237.0
G491428,1013.0,2001-08-18 00:00:00,SHOT,Y,2002-04-12,2212.0,22.0,237.0
G491428,1014.0,2001-08-18 00:00:00,SHOT,Y,2002-04-12,2212.0,22.0,237.0
G491442,1015.0,2001-08-18 00:00:00,SHOT,Y,2001-08-20,134.0,1.0,2.0
G491790,1016.0,2001-08-18 00:00:00,SHOT,Y,2001-08-24,2412.0,24.0,6.0
G493127,1018.0,2001-08-18 00:00:00,SHOT,N,,324.0,3.0,
G493069,1017.0,2001-08-18 00:00:00,STRANGULATION,Y,2001-08-27,532.0,5.0,9.0
G493510,1021.0,2001-08-19 00:00:00,SHOT,N,,1533.0,15.0,
G494503,1019.0,2001-08-19 00:00:00,SHOT,Y,2001-08-27,313.0,3.0,8.0
G495183,1020.0,2001-08-19 00:00:00,SHOT,Y,2001-08-21,724.0,7.0,2.0
G497018,1022.0,2001-08-20 00:00:00,ASSAULT,Y,2001-08-23,824.0,8.0,3.0
G500106,988.0,2001-08-22 00:00:00,SHOT,N,,1423.0,14.0,
G500180,1024.0,2001-08-22 00:00:00,STRANGULATION,N,,621.0,6.0,
G501252,1023.0,2001-08-22 00:00:00,SHOT,Y,2001-08-29,1533.0,15.0,7.0
G501811,1025.0,2001-08-22 00:00:00,STRANGULATION,N,,1512.0,15.0,
G503487,1026.0,2001-08-23 00:00:00,SHOT,Y,2001-11-02,1022.0,10.0,71.0
G506663,1027.0,2001-08-25 00:00:00,SHOT,Y,2002-01-28,1233.0,12.0,156.0
G506821,1028.0,2001-08-25 00:00:00,SHOT,Y,2015-06-04,1221.0,12.0,5031.0
G508605,1088.0,2001-08-25 00:00:00,SHOT,N,,713.0,7.0,
G508892,1029.0,2001-08-26 00:00:00,SHOT,Y,2001-08-30,422.0,4.0,4.0
G509702,1030.0,2001-08-26 00:00:00,SHOT,Y,2002-08-26,513.0,5.0,365.0
G510905,1033.0,2001-08-27 00:00:00,SHOT,N,,913.0,9.0,
G510940,1031.0,2001-08-27 00:00:00,SHOT,Y,2001-09-14,413.0,4.0,18.0
G511681,1036.0,2001-08-27 00:00:00,SHOT,N,,1313.0,13.0,
G511752,1034.0,2001-08-27 00:00:00,SHOT,Y,2001-08-31,1123.0,11.0,4.0
G513171,1035.0,2001-08-27 00:00:00,SHOT,Y,2001-09-05,633.0,6.0,9.0
G514099,4827.0,2001-08-28 00:00:00,SHOT,Y,2012-04-02,132.0,1.0,3870.0
G515853,1038.0,2001-08-29 00:00:00,STABBED,N,,1112.0,11.0,
G516533,1039.0,2001-08-29 00:00:00,ASSAULT,Y,2004-01-21,713.0,7.0,875.0
G516877,1037.0,2001-08-29 00:00:00,SHOT,Y,2002-02-04,1122.0,11.0,159.0
G517750,1044.0,2001-08-29 00:00:00,STABBED,Y,2001-09-04,612.0,6.0,6.0
G517940,1040.0,2001-08-30 00:00:00,SHOT,Y,2001-09-04,2533.0,25.0,5.0
G518162,1042.0,2001-08-30 00:00:00,SHOT,N,,624.0,6.0,
G519612,1041.0,2001-08-30 00:00:00,SHOT,N,,2523.0,25.0,
G520363,1043.0,2001-08-31 00:00:00,SHOT,Y,2001-11-05,211.0,2.0,66.0
G522464,1047.0,2001-08-31 00:00:00,SHOT,Y,2001-09-04,523.0,5.0,4.0
G522551,1046.0,2001-09-01 00:00:00,SHOT,Y,2001-11-07,1823.0,18.0,67.0
G522714,1049.0,2001-09-01 00:00:00,SHOT,Y,2009-05-23,1433.0,14.0,2821.0
G522725,1048.0,2001-09-01 00:00:00,SHOT,N,,221.0,2.0,
G522878,1050.0,2001-09-01 00:00:00,STABBED,Y,2001-09-04,413.0,4.0,3.0
G526151,1051.0,2001-09-03 00:00:00,STABBED,Y,2001-09-04,1034.0,10.0,1.0
G528607,1053.0,2001-09-04 00:00:00,ASSAULT,N,,825.0,8.0,
G530864,1072.0,2001-09-05 00:00:00,ASSAULT,Y,2001-09-17,2431.0,24.0,12.0
G532956,1052.0,2001-09-05 00:00:00,SHOT,N,,611.0,6.0,
G533004,1054.0,2001-09-06 00:00:00,SHOT,Y,2001-09-10,1332.0,13.0,4.0
G533190,1055.0,2001-09-06 00:00:00,SHOT,N,,631.0,6.0,
G535286,1056.0,2001-09-07 00:00:00,SHOT,N,,523.0,5.0,
G536676,1057.0,2001-09-07 00:00:00,SHOT,N,,932.0,9.0,
G537366,1058.0,2001-09-07 00:00:00,SHOT,Y,2001-09-10,931.0,9.0,3.0
G537490,1059.0,2001-09-07 00:00:00,SHOT,N,,2011.0,20.0,
G537887,1060.0,2001-09-08 00:00:00,SHOT,N,,221.0,2.0,
G540323,1061.0,2001-09-08 00:00:00,SHOT,Y,2001-09-24,633.0,6.0,16.0
G540323,1062.0,2001-09-08 00:00:00,SHOT,Y,2001-09-24,633.0,6.0,16.0
G538554,1063.0,2001-09-08 00:00:00,SHOT,Y,2001-09-19,1913.0,19.0,11.0
G538725,1064.0,2001-09-08 00:00:00,SHOT,N,,332.0,3.0,
G540865,1073.0,2001-09-08 00:00:00,ASSAULT,Y,2001-11-07,1423.0,14.0,60.0
G539798,1070.0,2001-09-08 00:00:00,ASSAULT,N,,324.0,3.0,
G539833,1116.0,2001-09-08 00:00:00,SHOT,N,,2113.0,21.0,
G540113,1077.0,2001-09-09 00:00:00,BLUNT FORCE INJURY,Y,2001-12-20,1013.0,10.0,102.0
G540136,1065.0,2001-09-09 00:00:00,SHOT,N,,1133.0,11.0,
G541859,1067.0,2001-09-09 00:00:00,STABBED,Y,2001-09-13,223.0,2.0,4.0
G541828,1066.0,2001-09-09 00:00:00,SHOT,Y,2001-09-17,423.0,4.0,8.0
G543889,1068.0,2001-09-10 00:00:00,SHOT,Y,2001-10-05,823.0,8.0,25.0
G544216,1069.0,2001-09-10 00:00:00,SHOT,Y,2002-09-18,334.0,3.0,373.0
G546113,1071.0,2001-09-11 00:00:00,SHOT,N,,1511.0,15.0,
G547890,1074.0,2001-09-12 00:00:00,SHOT,Y,2001-09-17,933.0,9.0,5.0
G550605,1076.0,2001-09-14 00:00:00,SHOT,N,,531.0,5.0,
G551411,1112.0,2001-09-14 00:00:00,SHOT,Y,2001-10-03,621.0,6.0,19.0
G551630,1075.0,2001-09-14 00:00:00,SHOT,Y,2002-07-06,715.0,7.0,295.0
G552508,1078.0,2001-09-14 00:00:00,SHOT,Y,2002-12-30,2534.0,25.0,472.0
G552723,1079.0,2001-09-14 00:00:00,STABBED,N,,631.0,6.0,
G552836,1080.0,2001-09-15 00:00:00,SHOT,Y,2001-10-16,632.0,6.0,31.0
G554146,1081.0,2001-09-15 00:00:00,SHOT,Y,2001-09-24,934.0,9.0,9.0
G555677,1082.0,2001-09-16 00:00:00,SHOT,N,,311.0,3.0,
G556829,1084.0,2001-09-17 00:00:00,SHOT,Y,2001-09-27,2431.0,24.0,10.0
G559110,1085.0,2001-09-18 00:00:00,SHOT,N,,1112.0,11.0,
G560545,1086.0,2001-09-18 00:00:00,SHOT,Y,2001-09-24,111.0,1.0,6.0
G560941,1087.0,2001-09-18 00:00:00,STABBED,Y,2001-11-27,2024.0,20.0,70.0
G564944,1089.0,2001-09-20 00:00:00,SHOT,Y,2002-01-14,1532.0,15.0,116.0
G567131,1090.0,2001-09-21 00:00:00,SHOT,Y,2002-07-08,914.0,9.0,290.0
G568034,1091.0,2001-09-22 00:00:00,SHOT,N,,712.0,7.0,
G570120,1095.0,2001-09-23 00:00:00,SHOT,Y,2001-09-25,933.0,,2.0
G570285,1092.0,2001-09-23 00:00:00,SHOT,Y,2001-10-01,1924.0,19.0,8.0
G571096,1093.0,2001-09-23 00:00:00,SHOT,Y,2005-11-02,233.0,2.0,1501.0
G572052,1094.0,2001-09-23 00:00:00,SHOT,Y,2001-09-25,2521.0,25.0,2.0
G572174,1096.0,2001-09-24 00:00:00,SHOT,N,,431.0,4.0,
G572463,1097.0,2001-09-24 00:00:00,SHOT,Y,2001-09-26,1133.0,11.0,2.0
G572812,1098.0,2001-09-24 00:00:00,SHOT,Y,2006-06-12,1132.0,11.0,1722.0
G575283,1099.0,2001-09-25 00:00:00,STRANGULATION,Y,2001-09-27,211.0,2.0,2.0
G577464,1187.0,2001-09-25 00:00:00,ASSAULT,N,,1223.0,12.0,
G574678,1115.0,2001-09-25 00:00:00,OTHER,N,,2221.0,22.0,
G576180,1100.0,2001-09-25 00:00:00,SHOT,Y,2001-10-05,513.0,5.0,10.0
G576571,1101.0,2001-09-25 00:00:00,SHOT,N,,312.0,3.0,
G584856,1105.0,2001-09-26 00:00:00,SHOT,Y,2001-11-29,321.0,3.0,64.0
G578724,1102.0,2001-09-26 00:00:00,SHOT,Y,2001-10-05,231.0,2.0,9.0
G580639,1104.0,2001-09-27 00:00:00,SHOT,N,,1122.0,11.0,
G580682,1103.0,2001-09-27 00:00:00,SHOT,Y,2004-04-12,2532.0,25.0,928.0
G581745,1106.0,2001-09-28 00:00:00,SHOT,Y,2001-10-01,1423.0,14.0,3.0
G581819,1107.0,2001-09-28 00:00:00,SHOT,Y,2001-10-01,1114.0,11.0,3.0
G582931,1110.0,2001-09-28 00:00:00,SHOT,Y,2002-09-09,1423.0,14.0,346.0
G583490,1108.0,2001-09-29 00:00:00,SHOT,Y,2001-10-02,1125.0,11.0,3.0
G583586,1109.0,2001-09-29 00:00:00,ASSAULT,Y,2001-10-03,321.0,3.0,4.0
G585309,1111.0,2001-09-29 00:00:00,SHOT,N,,914.0,9.0,
G585738,1113.0,2001-09-30 00:00:00,SHOT,Y,2001-10-11,1024.0,10.0,11.0
G586113,1114.0,2001-09-30 00:00:00,OTHER,Y,2001-10-03,731.0,7.0,3.0
G588040,1117.0,2001-10-01 00:00:00,SHOT,N,,1132.0,11.0,
G588347,1119.0,2001-10-01 00:00:00,ASSAULT,N,,1135.0,11.0,
G589862,1118.0,2001-10-02 00:00:00,SHOT,N,,1122.0,11.0,
G592202,1120.0,2001-10-03 00:00:00,SHOT,N,,2531.0,25.0,
G592219,1121.0,2001-10-03 00:00:00,SHOT,Y,2001-10-09,914.0,9.0,6.0
G592219,1122.0,2001-10-03 00:00:00,SHOT,Y,2001-10-09,914.0,9.0,6.0
G592219,1123.0,2001-10-03 00:00:00,SHOT,Y,2001-10-09,914.0,9.0,6.0
G592294,1126.0,2001-10-03 00:00:00,SHOT,N,,511.0,5.0,
G592319,1124.0,2001-10-03 00:00:00,SHOT,N,,1433.0,14.0,
G592511,1125.0,2001-10-03 00:00:00,SHOT,N,,733.0,7.0,
G594535,1127.0,2001-10-04 00:00:00,OTHER,Y,2001-12-17,2331.0,23.0,74.0
G594535,1129.0,2001-10-04 00:00:00,OTHER,Y,2001-12-17,2331.0,23.0,74.0
G594835,1130.0,2001-10-04 00:00:00,STABBED,N,,733.0,7.0,
G596121,1128.0,2001-10-04 00:00:00,SHOT,N,,331.0,3.0,
G599139,1131.0,2001-10-06 00:00:00,SHOT,N,,1033.0,10.0,
G599389,1132.0,2001-10-06 00:00:00,SHOT,Y,2006-11-15,312.0,3.0,1866.0
G600899,1133.0,2001-10-06 00:00:00,SHOT,Y,2001-10-09,423.0,4.0,3.0
G601256,1134.0,2001-10-07 00:00:00,SHOT,Y,2002-02-25,423.0,4.0,141.0
G601256,1135.0,2001-10-07 00:00:00,SHOT,Y,2002-02-25,423.0,4.0,141.0
G601279,1137.0,2001-10-07 00:00:00,SHOT,N,,411.0,4.0,
G601327,1437.0,2001-10-07 00:00:00,SHOT,Y,2005-06-24,2525.0,25.0,1356.0
G602617,1136.0,2001-10-07 00:00:00,ASSAULT,Y,2002-03-01,2122.0,21.0,145.0
G605369,1138.0,2001-10-09 00:00:00,SHOT,N,,2233.0,22.0,
G648246,1178.0,2001-10-10 00:00:00,ASPHYXIATION,Y,2001-10-30,911.0,9.0,20.0
G609416,1139.0,2001-10-10 00:00:00,SHOT,N,,1132.0,11.0,
G609614,1140.0,2001-10-10 00:00:00,SHOT,Y,2001-11-05,1021.0,10.0,26.0
G612031,1143.0,2001-10-11 00:00:00,STRANGULATION,Y,2002-05-24,513.0,5.0,225.0
G614514,1144.0,2001-10-13 00:00:00,SHOT,Y,2009-06-18,513.0,5.0,2805.0
G614514,1145.0,2001-10-13 00:00:00,SHOT,Y,2009-06-18,513.0,5.0,2805.0
G616074,1147.0,2001-10-13 00:00:00,SHOT,Y,2001-11-29,815.0,8.0,47.0
G617712,1146.0,2001-10-14 00:00:00,STABBED,Y,2001-11-16,413.0,4.0,33.0
G618642,1148.0,2001-10-15 00:00:00,SHOT,Y,2001-10-18,1732.0,17.0,3.0
G618697,1149.0,2001-10-15 00:00:00,SHOT,N,,1511.0,15.0,
G619743,1154.0,2001-10-15 00:00:00,ASSAULT,Y,2001-10-18,522.0,5.0,3.0
G619871,1150.0,2001-10-15 00:00:00,SHOT,Y,2001-10-17,2431.0,24.0,2.0
G620205,1152.0,2001-10-15 00:00:00,ASSAULT,Y,2001-10-22,312.0,3.0,7.0
G620745,1151.0,2001-10-15 00:00:00,SHOT,Y,2018-09-05,1021.0,10.0,6169.0
G621103,1155.0,2001-10-15 00:00:00,SHOT,N,,832.0,8.0,
G622973,1153.0,2001-10-16 00:00:00,SHOT,Y,2001-12-17,624.0,6.0,62.0
G623546,1156.0,2001-10-17 00:00:00,SHOT,Y,2001-11-05,2523.0,25.0,19.0
G625393,1157.0,2001-10-17 00:00:00,SHOT,N,,321.0,3.0,
G627521,1158.0,2001-10-18 00:00:00,SHOT,Y,2002-02-28,423.0,4.0,133.0
G628776,1159.0,2001-10-19 00:00:00,ASSAULT,Y,2001-10-22,2515.0,25.0,3.0
G630073,1160.0,2001-10-19 00:00:00,SHOT,Y,2002-01-23,921.0,9.0,96.0
G630295,1161.0,2001-10-20 00:00:00,SHOT,Y,2002-01-22,914.0,9.0,94.0
G630511,1162.0,2001-10-20 00:00:00,ASSAULT,N,,1924.0,19.0,
G631838,1163.0,2001-10-20 00:00:00,SHOT,Y,2001-11-05,2522.0,25.0,16.0
G632414,1164.0,2001-10-21 00:00:00,SHOT,N,,913.0,9.0,
G632492,1165.0,2001-10-21 00:00:00,SHOT,N,,631.0,6.0,
G632707,1166.0,2001-10-21 00:00:00,STRANGULATION,Y,2001-10-23,234.0,2.0,2.0
G632771,1167.0,2001-10-21 00:00:00,SHOT,Y,2003-12-29,424.0,4.0,799.0
G635846,1168.0,2001-10-22 00:00:00,STABBED,Y,2001-12-07,831.0,8.0,46.0
G636444,1169.0,2001-10-22 00:00:00,SHOT,Y,2002-02-06,1012.0,10.0,107.0
G636535,1170.0,2001-10-22 00:00:00,SHOT,Y,2002-04-29,1313.0,13.0,189.0
G639202,1171.0,2001-10-24 00:00:00,SHOT,Y,2001-10-30,1532.0,15.0,6.0
G640411,1172.0,2001-10-24 00:00:00,SHOT,Y,2007-03-23,424.0,4.0,1976.0
G642939,1173.0,2001-10-25 00:00:00,SHOT,N,,631.0,6.0,
G645636,1174.0,2001-10-27 00:00:00,SHOT,N,,935.0,9.0,
G730689,1264.0,2001-10-27 00:00:00,ASSAULT,Y,2001-12-10,414.0,4.0,44.0
G647521,1175.0,2001-10-27 00:00:00,SHOT,Y,2004-05-12,1113.0,11.0,928.0
G647504,23238.0,2001-10-27 00:00:00,SHOT,N,,933.0,9.0,
G647673,1176.0,2001-10-28 00:00:00,SHOT,Y,2004-03-15,631.0,6.0,869.0
G649506,1553.0,2001-10-28 00:00:00,ASSAULT,Y,2002-06-28,2232.0,22.0,243.0
G649567,1179.0,2001-10-28 00:00:00,ASSAULT,Y,2001-11-01,1821.0,18.0,4.0
G650625,1180.0,2001-10-29 00:00:00,SHOT,N,,634.0,6.0,
G651444,1181.0,2001-10-29 00:00:00,SHOT,Y,2002-04-05,1532.0,15.0,158.0
G651969,1183.0,2001-10-29 00:00:00,SHOT,Y,2001-11-05,2432.0,24.0,7.0
G651845,1182.0,2001-10-29 00:00:00,SHOT,N,,1024.0,10.0,
G654371,1184.0,2001-10-31 00:00:00,SHOT,N,,2233.0,22.0,
G655145,1186.0,2001-10-31 00:00:00,STRANGULATION,N,,231.0,2.0,
G656104,1185.0,2001-10-31 00:00:00,SHOT,N,,725.0,7.0,
G656885,1188.0,2001-11-01 00:00:00,SHOT,Y,2001-11-07,821.0,8.0,6.0
G661430,1189.0,2001-11-02 00:00:00,ASSAULT,Y,2001-11-05,1913.0,19.0,3.0
G663156,1190.0,2001-11-03 00:00:00,SHOT,N,,523.0,5.0,
G664091,1191.0,2001-11-04 00:00:00,SHOT,Y,2001-12-17,631.0,6.0,43.0
G665583,1192.0,2001-11-05 00:00:00,STRANGULATION,N,,1434.0,14.0,
G667308,1193.0,2001-11-05 00:00:00,SHOT,Y,2001-11-13,2222.0,22.0,8.0
G669222,1194.0,2001-11-06 00:00:00,SHOT,Y,2001-11-13,1132.0,11.0,7.0
G670096,1195.0,2001-11-07 00:00:00,SHOT,N,,231.0,2.0,
G670379,1196.0,2001-11-07 00:00:00,STABBED,Y,2002-01-11,712.0,7.0,65.0
G671837,1197.0,2001-11-07 00:00:00,SHOT,Y,2002-05-17,2432.0,24.0,191.0
G673823,1199.0,2001-11-08 00:00:00,SHOT,N,,1532.0,15.0,
G674523,1200.0,2001-11-09 00:00:00,SHOT,Y,2002-08-12,1532.0,15.0,276.0
G676529,1202.0,2001-11-10 00:00:00,SHOT,N,,532.0,5.0,
G678089,1203.0,2001-11-10 00:00:00,STABBED,Y,2001-11-13,835.0,8.0,3.0
G678450,1204.0,2001-11-10 00:00:00,SHOT,Y,2002-02-05,1113.0,11.0,87.0
G678530,1206.0,2001-11-11 00:00:00,SHOT,N,,1123.0,11.0,
G678569,1205.0,2001-11-11 00:00:00,ASSAULT,Y,2001-11-13,422.0,4.0,2.0
G678684,1207.0,2001-11-11 00:00:00,OTHER,N,,1723.0,17.0,
G678684,1208.0,2001-11-11 00:00:00,OTHER,N,,1723.0,17.0,
G680485,1209.0,2001-11-12 00:00:00,SHOT,N,,1124.0,11.0,
G680534,1213.0,2001-11-12 00:00:00,STRANGULATION,N,,1213.0,12.0,
G680794,1210.0,2001-11-12 00:00:00,ASSAULT,Y,2002-07-12,333.0,3.0,242.0
G684144,1211.0,2001-11-13 00:00:00,SHOT,N,,934.0,9.0,
G684456,1212.0,2001-11-13 00:00:00,SHOT,Y,2002-12-31,334.0,3.0,413.0
G684972,1214.0,2001-11-14 00:00:00,SHOT,N,,912.0,9.0,
G684972,1215.0,2001-11-14 00:00:00,SHOT,N,,912.0,9.0,
G686298,1216.0,2001-11-14 00:00:00,SHOT,Y,2001-11-16,513.0,5.0,2.0
G686446,1217.0,2001-11-14 00:00:00,SHOT,Y,2001-11-23,924.0,9.0,9.0
G687062,1219.0,2001-11-15 00:00:00,SHOT,N,,2234.0,22.0,
G688450,1220.0,2001-11-15 00:00:00,SHOT,Y,2001-11-20,713.0,7.0,5.0
G688481,1221.0,2001-11-15 00:00:00,SHOT,Y,2001-12-14,2124.0,21.0,29.0
G690295,1222.0,2001-11-16 00:00:00,SHOT,N,,934.0,9.0,
G690715,1223.0,2001-11-16 00:00:00,SHOT,N,,1324.0,13.0,
G690868,1224.0,2001-11-16 00:00:00,SHOT,Y,2001-11-23,1124.0,11.0,7.0
G690946,1230.0,2001-11-16 00:00:00,SHOT,Y,2001-11-23,431.0,4.0,7.0
G691204,1225.0,2001-11-17 00:00:00,SHOT,N,,925.0,9.0,
G691809,1198.0,2001-11-17 00:00:00,BLUNT FORCE INJURY,Y,2001-11-20,723.0,7.0,3.0
G692918,1226.0,2001-11-17 00:00:00,SHOT,N,,2525.0,25.0,
G694725,1227.0,2001-11-18 00:00:00,SHOT,Y,2001-11-25,1331.0,13.0,7.0
G694885,1228.0,2001-11-18 00:00:00,SHOT,Y,2001-11-23,931.0,9.0,5.0
G694994,1229.0,2001-11-18 00:00:00,SHOT,Y,2002-01-16,331.0,3.0,59.0
G697425,1231.0,2001-11-20 00:00:00,SHOT,N,,624.0,6.0,
G697694,1232.0,2001-11-20 00:00:00,SHOT,Y,2001-11-23,1034.0,10.0,3.0
G699263,1233.0,2001-11-20 00:00:00,SHOT,N,,1133.0,11.0,
G701363,1236.0,2001-11-21 00:00:00,SHOT,Y,2001-12-04,1024.0,10.0,13.0
G703238,1234.0,2001-11-23 00:00:00,STRANGULATION,N,,2233.0,22.0,
G703238,1235.0,2001-11-23 00:00:00,STRANGULATION,N,,2233.0,22.0,
G704510,1242.0,2001-11-23 00:00:00,ASSAULT,Y,2001-11-27,1431.0,14.0,4.0
G705038,1278.0,2001-11-24 00:00:00,SHOT,N,,1411.0,14.0,
G705224,1322.0,2001-11-24 00:00:00,SHOT,Y,2002-04-30,1821.0,18.0,157.0
G705434,1237.0,2001-11-24 00:00:00,SHOT,Y,2002-01-22,714.0,7.0,59.0
G706451,1238.0,2001-11-24 00:00:00,SHOT,N,,921.0,9.0,
G707351,1243.0,2001-11-25 00:00:00,SHOT,N,,1024.0,10.0,
G707623,1239.0,2001-11-25 00:00:00,SHOT,Y,2008-02-07,1212.0,12.0,2265.0
G708133,1256.0,2001-11-25 00:00:00,SHOT,Y,2001-12-04,211.0,2.0,9.0
G708357,1240.0,2001-11-25 00:00:00,SHOT,N,,912.0,9.0,
G708874,1241.0,2001-11-25 00:00:00,SHOT,Y,2012-11-19,1111.0,11.0,4012.0
G709562,1244.0,2001-11-26 00:00:00,SHOT,Y,2002-12-04,1115.0,11.0,373.0
G711052,1245.0,2001-11-26 00:00:00,SHOT,N,,912.0,9.0,
